time_s,ev_speed_mps,ev_pos_x_m,ev_pos_y_m,ev_distance_to_goal_m,ev_waiting_time_s,avg_waiting_time_s,total_waiting_time_s,queue_length_veh,throughput_veh_step
141.0,17.3625,13.0,-1.6,982.7299999999999,0.0,7.764705882352941,660.0,45,0
142.0,17.25155376717448,30.251553767174478,-1.6,965.4784462328254,0.0,8.023529411764706,682.0,43,0
143.0,17.186633552704006,47.43818731987849,-1.6,948.2918126801216,0.0,8.529411764705882,725.0,43,0
144.0,17.141969793848695,64.58015711372718,-1.6,931.1498428862727,0.0,9.481481481481481,768.0,43,4
145.0,17.24319246066734,81.82334957439453,-1.6,913.9066504256056,0.0,10.024691358024691,812.0,44,0
146.0,16.967637427244338,98.79098700163885,-1.6,896.9390129983611,0.0,10.835443037974683,856.0,44,2
147.0,17.24049728633836,116.03148428797724,-1.6,879.6985157120226,0.0,11.405063291139241,901.0,45,0
148.0,17.11878243610263,133.15026672407987,-1.6,862.5797332759201,0.0,12.2987012987013,947.0,46,2
149.0,17.135590509790926,150.2858572338708,-1.6,845.4441427661292,0.0,2.7733333333333334,208.0,17,2
150.0,17.05398808149621,167.339845315367,-1.6,828.3901546846329,0.0,1.0266666666666666,77.0,8,0
151.0,14.040287288531651,181.38013260389866,-1.6,814.3498673961013,0.0,0.34065934065934067,31.0,7,0
152.0,9.040287288531651,190.41223206915257,-1.4837329094559824,805.3095801075696,0.0,0.3076923076923077,28.0,9,0
153.0,11.189306982792914,199.80133478459862,3.4022246409977193,794.1202731247766,0.0,0.42857142857142855,39.0,14,0
154.0,11.455509704351424,201.6,14.51523657957466,782.6647634204254,0.0,0.5,45.0,13,1
155.0,15.347903179936111,201.6,29.863139759510773,767.3168602404893,0.0,0.5555555555555556,50.0,12,0
156.0,17.222931744437666,201.6,47.08607150394844,750.0939284960515,0.0,0.6966292134831461,62.0,12,1
157.0,17.20497254226357,201.6,64.29104404621201,732.888955953788,0.0,0.8314606741573034,74.0,12,0
158.0,17.252685868088157,201.6,81.54372991430017,715.6362700856997,0.0,0.9775280898876404,87.0,13,0
159.0,17.2640177693218,201.6,98.80774768362197,698.372252316378,0.0,1.0337078651685394,92.0,12,0
160.0,17.322189115174115,201.6,116.12993679879608,681.0500632012039,0.0,1.0561797752808988,94.0,10,0
161.0,17.11572087770328,201.6,133.24565767649935,663.9343423235006,0.0,1.1818181818181819,104.0,10,1
162.0,17.31031734496355,201.6,150.5559750214629,646.6240249785371,0.0,1.2954545454545454,114.0,10,0
163.0,17.23633751012385,201.6,167.79231253158676,629.3876874684132,0.0,1.4090909090909092,124.0,10,0
164.0,15.291893065679405,201.6,183.08420559726616,614.0957944027339,0.0,1.5340909090909092,135.0,11,0
165.0,13.34744862123496,201.6,196.4316542185011,600.7483457814989,0.0,1.6781609195402298,146.0,11,1
166.0,11.403004176790516,201.6,207.83465839529163,589.3453416047083,0.0,1.5544554455445545,157.0,11,0
167.0,9.458559732346071,204.8,217.29321812763772,579.8867818723623,0.0,1.7244897959183674,169.0,12,4
168.0,11.407845860821016,204.8,228.7010639884587,568.4789360115414,0.0,1.8854166666666667,181.0,16,3
169.0,12.00715259867336,204.8,240.70821658713209,556.4717834128679,0.0,2.0526315789473686,195.0,16,1
170.0,12.77513298993053,204.8,253.48334957706263,543.6966504229374,0.0,2.2842105263157895,217.0,22,0
171.0,12.628768082323537,204.8,266.1121176593862,531.0678823406139,0.0,2.619565217391304,241.0,24,3
172.0,12.863290530497242,204.8,278.9754081898834,518.2045918101165,0.0,2.869565217391304,264.0,25,0
173.0,13.081767041924122,204.8,292.05717523180755,505.12282476819246,0.0,3.1630434782608696,291.0,27,0
174.0,13.273407236305804,204.8,305.33058246811333,491.8494175318867,0.0,3.489130434782609,321.0,30,0
175.0,13.534516880031548,204.8,318.8650993481449,478.31490065185517,0.0,3.857142857142857,351.0,30,1
176.0,13.787939049808845,204.8,332.65303839795376,464.5269616020463,0.0,3.3666666666666667,303.0,29,1
177.0,13.258766894565635,204.8,345.9118052925194,451.2681947074807,0.0,3.2444444444444445,292.0,27,0
178.0,13.723942816028817,204.8,359.6357481085482,437.54425189145184,0.0,3.3555555555555556,302.0,26,0
179.0,13.55851446182434,204.8,373.19426257037253,423.98573742962753,0.0,3.577777777777778,322.0,27,0
180.0,9.535753246852806,204.8,382.7300158172253,414.4499841827747,0.0,3.932584269662921,350.0,28,1
181.0,6.195319400070825,204.8,388.92533521729615,408.2546647827039,0.0,3.8,380.0,30,3
182.0,6.063976324908175,206.94983334264703,394.24990000558824,402.1906884577957,0.0,4.151515151515151,411.0,31,2
183.0,7.969851129315793,214.7291626715201,398.4,394.2208373284799,0.0,4.577319587628866,444.0,33,2
184.0,11.571490702684967,226.30065337420507,398.4,382.6493466257949,0.0,4.989583333333333,479.0,35,2
185.0,15.542198478709905,241.84285185291498,398.4,367.107148147085,0.0,5.397849462365591,502.0,35,3
186.0,17.09883691649884,258.9416887694138,398.4,350.0083112305862,0.0,2.8222222222222224,254.0,23,3
187.0,17.173174157179893,276.11486292659373,398.4,332.8351370734063,0.0,2.348314606741573,209.0,19,1
188.0,17.287163726892324,293.402026653486,398.4,315.54797334651397,0.0,2.269662921348315,202.0,20,0
189.0,17.30796095104888,310.70998760453494,398.4,298.2400123954651,0.0,2.5,220.0,19,1
190.0,16.999537886399775,327.7095254909347,398.4,281.24047450906534,0.0,2.7045454545454546,238.0,20,0
191.0,13.17033132791458,340.87985681884925,398.4,268.07014318115074,0.0,2.9431818181818183,259.0,21,0
192.0,9.309481207366881,350.18933802621615,398.4,258.7606619737839,0.0,3.218390804597701,280.0,21,1
